"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"DEMONATA","Live births","CDRMILNB","Births, crude rate per 1 000 population","POL","Poland","2011","2011",10.2,,
"DEMONATA","Live births","CDRMILNB","Births, crude rate per 1 000 population","POL","Poland","2012","2012",10.1,,
"DEMONATA","Live births","CDRMILNB","Births, crude rate per 1 000 population","POL","Poland","2013","2013",9.7,,
"DEMONATA","Live births","CDRMILNB","Births, crude rate per 1 000 population","POL","Poland","2014","2014",9.9,,
"DEMONATA","Live births","CDRMILNB","Births, crude rate per 1 000 population","POL","Poland","2015","2015",9.7,,
"DEMONATA","Live births","CDRMILNB","Births, crude rate per 1 000 population","POL","Poland","2016","2016",10.1,,
"DEMONATA","Live births","CDRMILNB","Births, crude rate per 1 000 population","POL","Poland","2017","2017",10.6,,
"DEMONATA","Live births","CDRMILNB","Births, crude rate per 1 000 population","POL","Poland","2018","2018",10.2,,
"DEMONATA","Live births","CDRMILNB","Births, crude rate per 1 000 population","POL","Poland","2019","2019",9.9,,
"DEMONATA","Live births","CDRMILNB","Births, crude rate per 1 000 population","POL","Poland","2020","2020",9.4,,
"DEMONATA","Live births","CDRMILNB","Births, crude rate per 1 000 population","POL","Poland","2021","2021",8.8,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","POL","Poland","2010","2010",51.6,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","POL","Poland","2011","2011",51.6,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","POL","Poland","2012","2012",51.6,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","POL","Poland","2013","2013",51.6,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","POL","Poland","2014","2014",51.6,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","POL","Poland","2015","2015",51.6,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","POL","Poland","2016","2016",51.6,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","POL","Poland","2017","2017",51.6,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","POL","Poland","2018","2018",51.6,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","POL","Poland","2019","2019",51.6,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","POL","Poland","2020","2020",51.6,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","POL","Poland","2021","2021",51.6,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","POL","Poland","2022","2022",51.6,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","POL","Poland","2010","2010",48.4,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","POL","Poland","2011","2011",48.4,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","POL","Poland","2012","2012",48.4,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","POL","Poland","2013","2013",48.4,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","POL","Poland","2014","2014",48.4,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","POL","Poland","2015","2015",48.4,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","POL","Poland","2016","2016",48.4,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","POL","Poland","2017","2017",48.4,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","POL","Poland","2018","2018",48.4,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","POL","Poland","2019","2019",48.4,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","POL","Poland","2020","2020",48.4,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","POL","Poland","2021","2021",48.4,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","TOTPOPTX","% of total population","POL","Poland","2022","2022",48.4,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","POL","Poland","2010","2010",13.6,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","POL","Poland","2011","2011",13.6,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","POL","Poland","2012","2012",14,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","POL","Poland","2013","2013",14.4,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","POL","Poland","2014","2014",14.9,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","POL","Poland","2015","2015",15.4,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","POL","Poland","2016","2016",16,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","POL","Poland","2017","2017",16.5,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","POL","Poland","2018","2018",17.1,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","POL","Poland","2019","2019",17.7,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","POL","Poland","2020","2020",18.3,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","POL","Poland","2021","2021",18.8,,
"STRUSFPL","Population: 65 years old and over","TOTPOPTX","% of total population","POL","Poland","2022","2022",19.1,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","POL","Poland","2010","2010",3.3,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","POL","Poland","2011","2011",3.5,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","POL","Poland","2012","2012",3.6,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","POL","Poland","2013","2013",3.8,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","POL","Poland","2014","2014",3.9,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","POL","Poland","2015","2015",4,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","POL","Poland","2016","2016",4.1,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","POL","Poland","2017","2017",4.2,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","POL","Poland","2018","2018",4.3,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","POL","Poland","2019","2019",4.4,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","POL","Poland","2020","2020",4.4,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","POL","Poland","2021","2021",4.4,,
"STRUPP80","Population: 80 years old and over","TOTPOPTX","% of total population","POL","Poland","2022","2022",4.4,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","POL","Poland","2010","2010",40.4,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","POL","Poland","2011","2011",40.6,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","POL","Poland","2012","2012",40.7,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","POL","Poland","2013","2013",40.7,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","POL","Poland","2014","2014",41.4,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","POL","Poland","2015","2015",42,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","POL","Poland","2016","2016",42.4,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","POL","Poland","2017","2017",43,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","POL","Poland","2018","2018",43.2,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","POL","Poland","2019","2019",43.2,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","POL","Poland","2020","2020",43.3,,
"JOBSCIVL","Total civilian employment","TOTPOPTX","% of total population","POL","Poland","2021","2021",44.5,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","PRT","Portugal","2010","2010",5514.5,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","PRT","Portugal","2011","2011",5515.6,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","PRT","Portugal","2012","2012",5501.8,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","PRT","Portugal","2013","2013",5480.4,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","PRT","Portugal","2014","2014",5460.2,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","PRT","Portugal","2015","2015",5445.5,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","PRT","Portugal","2016","2016",5433.5,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","PRT","Portugal","2017","2017",5425.2,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","PRT","Portugal","2018","2018",5423.8,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","PRT","Portugal","2019","2019",5430.1,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","PRT","Portugal","2020","2020",5437.7,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","PRT","Portugal","2021","2021",5433,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","PRT","Portugal","2022","2022",5428.9,"P","Provisional value"
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","PRT","Portugal","2010","2010",5058.6,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","PRT","Portugal","2011","2011",5042,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","PRT","Portugal","2012","2012",5013.1,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","PRT","Portugal","2013","2013",4976.9,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","PRT","Portugal","2014","2014",4940.8,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","PRT","Portugal","2015","2015",4912.6,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","PRT","Portugal","2016","2016",4892,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","PRT","Portugal","2017","2017",4875.1,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","PRT","Portugal","2018","2018",4860,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","PRT","Portugal","2019","2019",4856.2,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","PRT","Portugal","2020","2020",4859.4,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","PRT","Portugal","2021","2021",4928.8,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","EFFPEREF","Thousands of persons","PRT","Portugal","2022","2022",4923.1,"P","Provisional value"
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","PRT","Portugal","2010","2010",1930.4,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","PRT","Portugal","2011","2011",1976.4,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","PRT","Portugal","2012","2012",2007.6,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","PRT","Portugal","2013","2013",2032.6,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","PRT","Portugal","2014","2014",2069.8,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","PRT","Portugal","2015","2015",2105.2,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","PRT","Portugal","2016","2016",2140.8,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","PRT","Portugal","2017","2017",2176.6,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","PRT","Portugal","2018","2018",2213.3,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","PRT","Portugal","2019","2019",2244.2,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","PRT","Portugal","2020","2020",2280.4,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","PRT","Portugal","2021","2021",2309.6,,
"STRUSFPL","Population: 65 years old and over","EFFPEREF","Thousands of persons","PRT","Portugal","2022","2022",2449.7,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","PRT","Portugal","2010","2010",489.7,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","PRT","Portugal","2011","2011",518.2,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","PRT","Portugal","2012","2012",540.6,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","PRT","Portugal","2013","2013",559,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","PRT","Portugal","2014","2014",577.7,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","PRT","Portugal","2015","2015",595.6,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","PRT","Portugal","2016","2016",614.5,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","PRT","Portugal","2017","2017",632.9,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","PRT","Portugal","2018","2018",646.9,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","PRT","Portugal","2019","2019",661.5,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","PRT","Portugal","2020","2020",675.9,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","PRT","Portugal","2021","2021",681.6,,
"STRUPP80","Population: 80 years old and over","EFFPEREF","Thousands of persons","PRT","Portugal","2022","2022",719.3,,
"JOBSCIVL","Total civilian employment","EFFPEREF","Thousands of persons","PRT","Portugal","2010","2010",4871.3,,
"JOBSCIVL","Total civilian employment","EFFPEREF","Thousands of persons","PRT","Portugal","2011","2011",4776.7,,
"JOBSCIVL","Total civilian employment","EFFPEREF","Thousands of persons","PRT","Portugal","2012","2012",4581.4,,
"JOBSCIVL","Total civilian employment","EFFPEREF","Thousands of persons","PRT","Portugal","2013","2013",4450.2,,
"JOBSCIVL","Total civilian employment","EFFPEREF","Thousands of persons","PRT","Portugal","2014","2014",4513,,
"JOBSCIVL","Total civilian employment","EFFPEREF","Thousands of persons","PRT","Portugal","2015","2015",4575.8,,
"JOBSCIVL","Total civilian employment","EFFPEREF","Thousands of persons","PRT","Portugal","2016","2016",4649.9,,
"JOBSCIVL","Total civilian employment","EFFPEREF","Thousands of persons","PRT","Portugal","2017","2017",4802.6,,
"JOBSCIVL","Total civilian employment","EFFPEREF","Thousands of persons","PRT","Portugal","2018","2018",4914,,
"JOBSCIVL","Total civilian employment","EFFPEREF","Thousands of persons","PRT","Portugal","2019","2019",4952.8,,
"JOBSCIVL","Total civilian employment","EFFPEREF","Thousands of persons","PRT","Portugal","2020","2020",4864.7,,
"JOBSCIVL","Total civilian employment","EFFPEREF","Thousands of persons","PRT","Portugal","2021","2021",4958.7,"P","Provisional value"
"DEMOFECO","Fertility","TXFECOTX","Children per women aged 15 to 49 years old","PRT","Portugal","2010","2010",1.39,,
"DEMOFECO","Fertility","TXFECOTX","Children per women aged 15 to 49 years old","PRT","Portugal","2011","2011",1.35,,
"DEMOFECO","Fertility","TXFECOTX","Children per women aged 15 to 49 years old","PRT","Portugal","2012","2012",1.29,,
"DEMOFECO","Fertility","TXFECOTX","Children per women aged 15 to 49 years old","PRT","Portugal","2013","2013",1.21,,
"DEMOFECO","Fertility","TXFECOTX","Children per women aged 15 to 49 years old","PRT","Portugal","2014","2014",1.23,,
"DEMOFECO","Fertility","TXFECOTX","Children per women aged 15 to 49 years old","PRT","Portugal","2015","2015",1.31,,
"DEMOFECO","Fertility","TXFECOTX","Children per women aged 15 to 49 years old","PRT","Portugal","2016","2016",1.36,,
"DEMOFECO","Fertility","TXFECOTX","Children per women aged 15 to 49 years old","PRT","Portugal","2017","2017",1.38,,
"DEMOFECO","Fertility","TXFECOTX","Children per women aged 15 to 49 years old","PRT","Portugal","2018","2018",1.42,,
"DEMOFECO","Fertility","TXFECOTX","Children per women aged 15 to 49 years old","PRT","Portugal","2019","2019",1.43,,
"DEMOFECO","Fertility","TXFECOTX","Children per women aged 15 to 49 years old","PRT","Portugal","2020","2020",1.41,,
"DEMOFECO","Fertility","TXFECOTX","Children per women aged 15 to 49 years old","PRT","Portugal","2021","2021",1.35,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","PRT","Portugal","2010","2010",1129.9,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","PRT","Portugal","2011","2011",1158.7,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","PRT","Portugal","2012","2012",1176.9,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","PRT","Portugal","2013","2013",1191.4,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","PRT","Portugal","2014","2014",1212.2,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","PRT","Portugal","2015","2015",1231,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","PRT","Portugal","2016","2016",1249.7,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","PRT","Portugal","2017","2017",1269,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","PRT","Portugal","2018","2018",1289.7,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","PRT","Portugal","2019","2019",1307.2,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","PRT","Portugal","2020","2020",1327.1,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","PRT","Portugal","2021","2021",1343.5,,
"STRUSFPL","Population: 65 years old and over","THFEMETF","Thousands of females","PRT","Portugal","2022","2022",1401.5,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","PRT","Portugal","2010","2010",317.6,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","PRT","Portugal","2011","2011",336.8,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","PRT","Portugal","2012","2012",350,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","PRT","Portugal","2013","2013",361.4,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","PRT","Portugal","2014","2014",373.4,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","PRT","Portugal","2015","2015",384.6,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","PRT","Portugal","2016","2016",396,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","PRT","Portugal","2017","2017",407.2,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","PRT","Portugal","2018","2018",416.1,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","PRT","Portugal","2019","2019",424.6,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","PRT","Portugal","2020","2020",433.2,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","PRT","Portugal","2021","2021",436.2,,
"STRUPP80","Population: 80 years old and over","THFEMETF","Thousands of females","PRT","Portugal","2022","2022",451.7,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","PRT","Portugal","2010","2010",800.5,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","PRT","Portugal","2011","2011",817.8,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","PRT","Portugal","2012","2012",830.8,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","PRT","Portugal","2013","2013",841.2,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","PRT","Portugal","2014","2014",857.6,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","PRT","Portugal","2015","2015",874.2,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","PRT","Portugal","2016","2016",891.1,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","PRT","Portugal","2017","2017",907.6,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","PRT","Portugal","2018","2018",923.6,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","PRT","Portugal","2019","2019",937.1,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","PRT","Portugal","2020","2020",953.3,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","PRT","Portugal","2021","2021",966.2,,
"STRUSFPL","Population: 65 years old and over","THHOMOTH","Thousands of males","PRT","Portugal","2022","2022",1048.2,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","PRT","Portugal","2010","2010",172.1,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","PRT","Portugal","2011","2011",181.4,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","PRT","Portugal","2012","2012",190.6,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","PRT","Portugal","2013","2013",197.6,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","PRT","Portugal","2014","2014",204.3,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","PRT","Portugal","2015","2015",211,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","PRT","Portugal","2016","2016",218.5,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","PRT","Portugal","2017","2017",225.7,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","PRT","Portugal","2018","2018",230.8,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","PRT","Portugal","2019","2019",236.9,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","PRT","Portugal","2020","2020",242.7,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","PRT","Portugal","2021","2021",245.4,,
"STRUPP80","Population: 80 years old and over","THHOMOTH","Thousands of males","PRT","Portugal","2022","2022",267.6,,
"DEMONATA","Live births","NMBERSNB","Number of live births (in thousands)","PRT","Portugal","2010","2010",101.4,,
"DEMONATA","Live births","NMBERSNB","Number of live births (in thousands)","PRT","Portugal","2011","2011",96.9,,
"DEMONATA","Live births","NMBERSNB","Number of live births (in thousands)","PRT","Portugal","2012","2012",89.8,,
"DEMONATA","Live births","NMBERSNB","Number of live births (in thousands)","PRT","Portugal","2013","2013",82.8,,
"DEMONATA","Live births","NMBERSNB","Number of live births (in thousands)","PRT","Portugal","2014","2014",82.4,,
"DEMONATA","Live births","NMBERSNB","Number of live births (in thousands)","PRT","Portugal","2015","2015",85.5,,
"DEMONATA","Live births","NMBERSNB","Number of live births (in thousands)","PRT","Portugal","2016","2016",87.1,,
"DEMONATA","Live births","NMBERSNB","Number of live births (in thousands)","PRT","Portugal","2017","2017",86.2,,
"DEMONATA","Live births","NMBERSNB","Number of live births (in thousands)","PRT","Portugal","2018","2018",87,,
"DEMONATA","Live births","NMBERSNB","Number of live births (in thousands)","PRT","Portugal","2019","2019",86.6,,
"DEMONATA","Live births","NMBERSNB","Number of live births (in thousands)","PRT","Portugal","2020","2020",84.5,,
"DEMONATA","Live births","NMBERSNB","Number of live births (in thousands)","PRT","Portugal","2021","2021",79.6,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRHEF","Female to male ratio","PRT","Portugal","2010","2010",109,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRHEF","Female to male ratio","PRT","Portugal","2011","2011",109.4,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRHEF","Female to male ratio","PRT","Portugal","2012","2012",109.7,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRHEF","Female to male ratio","PRT","Portugal","2013","2013",110.1,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRHEF","Female to male ratio","PRT","Portugal","2014","2014",110.5,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRHEF","Female to male ratio","PRT","Portugal","2015","2015",110.8,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRHEF","Female to male ratio","PRT","Portugal","2016","2016",111.1,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRHEF","Female to male ratio","PRT","Portugal","2017","2017",111.3,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRHEF","Female to male ratio","PRT","Portugal","2018","2018",111.6,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRHEF","Female to male ratio","PRT","Portugal","2019","2019",111.8,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRHEF","Female to male ratio","PRT","Portugal","2020","2020",111.9,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRHEF","Female to male ratio","PRT","Portugal","2021","2021",110.2,,
"DEMOFEMP","Female population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRHEF","Female to male ratio","PRT","Portugal","2022","2022",110.3,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRFEF","Male to female ratio","PRT","Portugal","2010","2010",91.7,,
"DEMOMALP","Male population, incl. France Metropolitan + D.O.M. (overseas departments)","FPARRFEF","Male to female ratio","PRT","Portugal","2011","2011",91.4,,
